n = 10
Capacitate rucsac = 300

Iteratia 1 are rezultatele valide: 

pentru Cautare Aleatoare:

[1, 1, 1, 0, 0, 1, 0, 1, 1, 1], 232

[0, 1, 1, 1, 1, 1, 0, 0, 1, 1], 225

[0, 0, 0, 1, 1, 0, 1, 1, 0, 0], 84

[1, 0, 0, 0, 0, 1, 0, 0, 0, 0], 65

[0, 1, 1, 1, 1, 0, 0, 0, 0, 0], 155

[0, 0, 0, 1, 1, 0, 0, 0, 1, 0], 65

[0, 0, 1, 1, 0, 1, 0, 0, 0, 1], 147

[1, 0, 1, 1, 1, 1, 1, 0, 0, 1], 259

[1, 1, 0, 0, 0, 0, 0, 0, 1, 1], 118

[0, 0, 1, 0, 1, 0, 0, 0, 1, 0], 142

[0, 0, 0, 1, 1, 0, 0, 0, 1, 0], 65

[1, 1, 0, 0, 1, 1, 1, 0, 0, 0], 155

[0, 0, 1, 0, 0, 1, 0, 0, 1, 0], 127

[1, 0, 0, 1, 1, 1, 1, 0, 1, 1], 192

[0, 1, 1, 0, 1, 0, 0, 1, 0, 0], 152

[1, 1, 0, 0, 1, 1, 0, 1, 1, 0], 150

[0, 1, 1, 1, 0, 1, 0, 0, 1, 0], 160

[1, 1, 1, 1, 1, 0, 1, 0, 1, 1], 282

[0, 1, 0, 0, 1, 0, 0, 1, 1, 1], 115

[1, 0, 0, 1, 0, 0, 1, 1, 1, 0], 114

[0, 1, 1, 0, 1, 0, 1, 0, 1, 1], 227

[0, 1, 1, 0, 1, 1, 1, 0, 0, 0], 197

[1, 0, 1, 0, 1, 0, 1, 0, 0, 0], 199

[1, 1, 1, 0, 0, 0, 1, 0, 0, 1], 217

[1, 1, 0, 0, 0, 1, 0, 1, 0, 1], 125

[1, 1, 1, 0, 1, 1, 0, 0, 0, 1], 240

[1, 1, 0, 1, 0, 0, 0, 0, 1, 1], 128

[0, 1, 0, 0, 1, 0, 0, 1, 1, 1], 115

[0, 0, 1, 0, 0, 1, 0, 0, 1, 0], 127

[1, 0, 1, 0, 0, 1, 0, 1, 0, 0], 159

[0, 1, 0, 1, 0, 1, 0, 1, 0, 1], 90

[1, 0, 1, 1, 1, 1, 0, 1, 0, 1], 234

[1, 0, 1, 1, 1, 1, 0, 1, 0, 1], 234

[1, 0, 0, 1, 1, 0, 0, 1, 0, 0], 97

[1, 0, 0, 1, 0, 1, 1, 1, 1, 0], 134

[1, 1, 0, 0, 0, 0, 1, 1, 1, 1], 157

[1, 1, 0, 0, 0, 1, 1, 1, 1, 0], 147

[1, 1, 1, 1, 1, 1, 0, 0, 1, 1], 270

[1, 0, 0, 1, 0, 1, 0, 0, 1, 1], 125

[1, 0, 0, 1, 1, 0, 0, 1, 1, 1], 147

